web-scraper-order,web-scraper-start-url,Paginacja,Tytuł,Teksty
"1688745036-224","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-dont-bother-me.htm","""Don't Bother Me""","Since she's been gone 

        I want no one 

        to talk to me 

        It's not the same 

        but I'm to blame 

        It's plain to see"
"1688745039-225","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-doctor-robert.htm","""Doctor Robert""","Ring, my friend I said you'd call 

        Doctor Robert 

        Day or night he'll be there any time at all 

        Doctor Robert"
"1688745042-226","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-do-you-want-to-know-a-secret.htm","""Do You Want To Know A Secret""","You never know how much I really love you 

        You'll never know how much I really care"
"1688745045-227","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-dizzy-miss-lizzy.htm","""Dizzy Miss Lizzy""","You make me dizzy Miss Lizzy 

        The way you rock and roll 

        You make me dizzy Miss Lizzy 

        When we do the stroll 

        Come on Miss Lizzy 

        Love me 'fore I grow too old"
"1688745048-228","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-dig-it.htm","""Dig It""","Like a Rolling Stone 

        Like a Rolling Stone 

        I like a Rolling Stone 

        Like the F.B.I. 

        and the C.I.A. 

        and the B.B.C 

        B.B. King 

        and Doris Day 

        Matt Busby 

        Dig it, Dig it 

        Dig it, Dig it 

        Dig it, Dig it 

        Dig it, Dig it 

        Dig it, Dig it 

        Dig it, Dig it 

        Dig it, Dig it"
"1688745051-229","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-dig-a-pony.htm","""Dig A Pony""","I hi hi hi hi hi hi, dig a pony 

        Well you can celebrate anything you want 

        Yes, you can celebrate anything you want 

        Ooh"
"1688745054-230","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-devil-in-her-heart.htm","""Devil In Her Heart""","She's got the devil in her heart 

        But her eyes they tantalize 

        She's gonna tear your heart apart 

        oh her lips are really thrilling"
"1688745057-231","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-dear-wack.htm","""Dear Wack!""","Lyrics go here"
"1688745060-232","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-dear-prudence.htm","""Dear Prudence""","Dear Prudence won't you come out to play 

        Dear Prudence greet the brand new day 

        The sun is up the sky is blue 

        It's beautiful and so are you 

        Dear Prudence won't you come out to play"
"1688745063-233","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-day-tripper.htm","""Day Tripper""","Got a good reason 

        for taking the easy way out 

        Got a good reason 

        for taking the easy way out now 

        She was a day tripper 

        One way ticket, yeah 

        It took me so long to find out 

        and I found out"
"1688745066-234","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-crying-waiting-hoping.htm","""Crying, Waiting, Hoping""","Lyrics go here"
"1688745069-235","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-cry-for-a-shadow.htm","""Cry For A Shadow""","(None. This is an instrumental.)"
"1688745072-236","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-cry-baby-cry.htm","""Cry Baby Cry""","Cry baby cry 

        make your mother sigh 

        She's old enough to know better"
"1688745075-237","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-crinsk-dee-night.htm","""Crinsk Dee Night""","Lyrics go here"
"1688745078-238","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-come-together.htm","""Come Together""","Here come old flat top 

        He come groovin' up slowly 

        He got jew jew eyeballs 

        He want holy rollers 

        He got hair down to his knees 

        Got to be a joker 

        He just do what he please"
"1688745084-239","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-clarabella.htm","""Clarabella""","Lyrics go here"
"1688745087-240","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-chains.htm","""Chains""","Chains, my baby's got me locked up in chains 

        And they ain't the kind 

        that you can see 

        Woh, it's chains of love 

        got a hold on me, yeah 

        pa-lum-pa-lum-pa-lum-pa"
"1688745090-241","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-cayenne.htm","""Cayenne""","(None.  Instrumental song.)"
"1688745093-242","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-carry-that-weight.htm","""Carry That Weight""","Boy, you're gonna carry that weight 

        Carry that weight a long time 

        Boy, you're gonna carry that weight 

        Carry that weight a long time"
"1688745096-243","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-carol.htm","""Carol""","Lyrics go here"
"1688745099-244","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-cant-buy-me-love.htm","""Can't Buy Me Love""","Can't buy me love, love 

        Can't buy me love"
"1688745102-245","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-boys.htm","""Boys""","I've been told when a boy kiss a girl 

        Take a trip around the world 

        Hey, Hey, Hey, Hey, Hey, Hey 

        Yes they say you do"
"1688745105-246","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-blue-jay-way.htm","""Blue Jay Way""","There's a fog upon L.A. 

        And my friends have lost their way 

        We'll be over soon they said 

        Now they've lost themselves instead"
"1688745108-247","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-blackbird.htm","""Blackbird""","Blackbird singing in the dead of night 

        Take these broken wings and learn to fly 

        All your life 

        You were only waiting for this moment to arise"
"1688745111-248","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-birthday.htm","""Birthday""","You say it's your birthday 

        It's my birthday too, yeah 

        They say it's you birthday 

        We're gonna have a good time 

        I'm glad it's your birthday 

        Happy birthday to you"
"1688745114-249","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-besame-mucho.htm","""Besame Mucho""","Besame besame mucho, 

each time I bring you a kiss 

I hear music divine. 

So besame besame mucho, 

Yeh I love you for ever 

say that you'll always be mine. 



Dearest one, if you should leave me 

then each little dream will take wings 

and my life would be through. 

So besame besame mucho, 

yeh I love you for ever, 

make all my dreams come true. 



Oh this joy is something new, 

my arms are holding you, 

I never knew this thrill before. 

Who ever thought I'd be 

holding you close to me 

whispering it's you I adore. 



So dearest one, if you should leave me 

then each little dream will take wings 

and my life would be through. 

So besame besame mucho, 

yeah I love you for ever, 

make all my dreams come true. 



Oh this joy is something new, 

my arms are holding you, 

I never knew this thrill before. 

Who ever thought I'd be 

holding you close to me 

whispering it's you I adore. 



So dearest one, if you should leave me, 

each little dream will take wings 

and my life would be through. 

So besame besame mucho, 

yeh love me for ever, 

make all my dreams come true. 

love me for ever, 

make all my dreams come true. 

love me for ever, 

make all my dreams come true."
"1688745117-250","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-being-for-the-benefit-of-mr-kite.htm","""Being For The Benefit Of Mr. Kite!""","For the benefit of Mr. Kite 

        there will be a show tonight on trampoline 

        The Hendersons will all be there 

        late of Pablo Fanques'fair, what a scene 

        Over men and horses hoops and garters 

        and lastly through a hogshead of real fire 

        In this way Mr. K will challenge the world"
"1688745120-251","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-because.htm","""Because""","Ah, because the world is round 

        it turns me on 

        Because the world is round"
"1688745123-252","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-beatle-greetings.htm","""Beatle Greetings""","Lyrics go here"
"1688745126-253","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-bad-boy.htm","""Bad Boy""","A bad little kid 

        moved into my neighborhood 

        He won't do nothing right 

        just a sitting got to look so good 

        He don't wanna go to school 

        and learn to read and write 

        Just sits around the house and plays 

        that rock and roll music all night 

        Well he put thumb tacks on teacher's chair 

        put chewing gum in little girl's hair 

        Now Junior behave yourself"
"1688745129-254","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-back-in-the-ussr.htm","""Back In The U.S.S.R.""","Flew in from Miami Beach BOAC 

        Didn't get to bed last night 

        On the way the paper bag was on my knee 

        Man, I had a dreadful flight 

        I'm back in the USSR 

        You don't know how lucky you are, boy 

        Back in the USSR, yeah"
"1688745132-255","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-babys-in-black.htm","""Baby's In Black""","Oh dear, what can I do 

        Baby's in black and I'm feeling blue 

        Tell me, oh, what can I do 

        She thinks of him 

        and so she dressed in black 

        And though he'll never come back 

        she's dressed in black"
"1688745135-256","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-baby-youre-a-rich-man.htm","""Baby, You're A Rich Man""","How does it feel to be 

        One of the beautiful people 

        Now that you know who you are 

        What do you want to be 

        And have you traveled very far 

        far as the eye can see"
"1688745138-257","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-baby-its-you.htm","""Baby It's You""","It's not the way you smile that touched my heart 

        It's not the way you kiss that tears my apart"
"1688745141-258","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-ask-me-why.htm","""Ask Me Why""","I love you 

        Cause you tell me things I want to know 

        And it's true 

        that it really only goes to show 

        That I know that I, I, I, I, 

        should never never never be blue"
"1688745144-259","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-another-girl.htm","""Another Girl""","For I have got another girl, another girl"
"1688745147-260","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-Anna-go-to-him.htm","""Anna (Go To Him)""","Anna, you come and ask me girl 

        To set you free, girl 

        You say he loves you more than me 

        So I will set you free 

        Go with him (Anna) Go with him (Anna)"
"1688745150-261","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-and-your-bird-can-sing.htm","""And Your Bird Can Sing""","You say you've got everything you want 

        And your bird can sing 

        But you don't get me 

        you don't get me"
"1688745153-262","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-and-i-love-her.htm","""And I Love Her""","I give her all my love 

        That's all I do 

        And if you saw my love 

        You'd love her too 

        I love her"
"1688745156-263","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-all-you-need-is-love.htm","""All You Need Is Love""","Love, love, love 

        Love, love, love 

        Love, love, love"
"1688745159-264","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-all-together-now.htm","""All Together Now""","One two three four 

        Can I have a little fore 

        five six seven eight nine ten 

        I love you"
"1688745162-265","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-all-things-must-pass.htm","""All Things Must Pass""","Sunrise doesn't last all morning, 

a cloudburst doesn't last all day 

Seems my love is up 

and has left you with no warning 

But it's not always going 

to be this grey 



All things must pass, 

all things must pass away 



Sunset doesn't last all evening, 

a mind can blow those clouds away 

after all this my love is up 

and must be leaving 

It has not always 

been this grey 



All things must pass, 

all things must pass away 



All things must pass 

none of life's strings can last 

So I must be on my way 

and face another day 



Now the darkness only stays at nighttime, 

in the morning it will fade away 

Daylight is good 

at arriving at the right time 

It's not always 

going to be this grey 



All things must pass, 

all things must pass away 

All things must pass, 

all things must pass away"
"1688745165-266","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-all-my-loving.htm","""All My Loving""","Close your eyes and I'll kiss you 

        Tomorrow I'll miss you 

        Remember I'll always be true 

        And then while I'm away 

        I'll write home every day 

        And I'll send all my loving to you"
"1688745168-267","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-all-ive-got-to-do.htm","""All I've Got To Do""","Whenever I want you around yeh 

        All I gotta do 

        Is call you on the phone 

        and you'll come running home 

        Yeh that's all I gotta do"
"1688745171-268","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-ain-t-she-sweet.htm","""Ain’t She Sweet""","Oh ain't she sweet,

Well see her walking down that street.

Yes I ask you very confidentially:

Ain't she sweet?



Oh ain't she nice,

Well look her over once or twice.

Yes I ask you very confidentially:

Ain't she nice?



Just cast an eye

In her direction.

Oh me oh my,

Ain't that perfection?



Oh I repeat

Well don't you think that's kind of neat?

Yes I ask you very confidentially:

Ain't she sweet?



Oh ain't she sweet,

Well see her walking down that street.

Well I ask you very confidentially:

Ain't she sweet?



Oh ain't that nice,

Well look it over once or twice.

Yes I ask you very confidentially:

Ain't she nice?



Just cast an eye

In her direction.

Oh me oh my,

Ain't that perfection?



Oh I repeat

Well don't you think that's kind of neat?

Yes I ask you very confidentially:

Ain't she sweet?



Oh ain't she sweet,

Well see her walking down that street.

Well I ask you very confidentially:

Ain't she sweet?

Well I ask you very confidentially:

Ain't she sweet"
"1688745174-269","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-act-naturally.htm","""Act Naturally""","They're gonna put me in the movies 

        they're gonna make a big star out of me 

        We'll make a film about a man that's sad and lonely 

        and all I gotta do is act naturally"
"1688745177-270","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-across-the-universe.htm","""Across The Universe""","Words are flowing out like 

        endless rain into a paper cup 

        They slither while they pass 

        They slip away across the universe 

        Pools of sorrow waves of joy 

        are drifting thorough my open mind 

        Possessing and caressing me"
"1688745180-271","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-a-taste-of-honey.htm","""A Taste of Honey""","A taste of honey 

        tasting much sweeter than wine 

        Do dut don du, do dut don du"
"1688745183-272","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-a-shot-of-rhythm-and-blues.htm","""A Shot Of Rhythm And Blues""","Lyrics go here"
"1688745186-273","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-a-little-rhyme.htm","""A Little Rhyme""","Lyrics go here"
"1688745189-274","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-a-hard-days-night.htm","""A Hard Day's Night""","It's been a hard day's night 

        And I've been working like a dog 

        It's been a hard day's night 

        I should be sleeping like a log"
"1688745192-275","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-a-day-in-the-life.htm","""A Day In The Life""","I read the news today oh, boy 

        About a lucky man who made the grade 

        And though the news was rather sad 

        Well, I just had to laugh 

        I saw the photograph 

        He blew his mind out in a car 

        He didn't notice that the lights had changed 

        A crowd of people stood and stared 

        They'd seen his face before 

        Nobody was really sure 

        if he was from the House of Lords"
"1688745195-276","https://www.brianhartzog.com/beatles/beatles-alphabetical-list-of-all-lyrics.htm","https://www.brianhartzog.com/beatles/beatles-song-lyrics-to-a-beginning.htm","""A Beginning""","(None.  Instrumental song.)"
