web-scraper-order,web-scraper-start-url,Paginacja,Tytuł,Teksty
"1688740601-103","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/fool-s-gold-lyrics/","One Direction - Fool's Gold / フールズ・ゴールド Lyrics","I'm like a crow on a wire

You're the shining distraction that makes me fly

I'm like a boat on the water

You're the rays on the waves that calm my mind

But I know in my heart you're not a constant star



And yeah I let you use me from the day that we first met

But I'm not done yet

Falling for your Fool's Gold

And I knew that you turned it on for everyone you met

But I don't regret falling for your Fool's Gold



I'm the first to admit that I'm reckless

I get lost in your beauty and

I can't see two feet in front of me

And I know in my heart you're just a moving part



And yeah I let you use me from the day that we first met

But I'm not done yet

Falling for your Fool's Gold

And I knew that you turned it on for everyone you met

But I don't regret falling for your Fool's Gold

Yeah I know your loves not real

That's not the way it feels

That's not the way you feel

And yes I let you use me from the day that we first met

But I'm not done yet

Falling for your Fool's Gold

And I knew that you turned it on for everyone you met

But I don't regret falling for your Fool's Gold"
"1688740604-104","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/no-control-lyrics/","One Direction - No Control / ノー・コントロール Lyrics","Stained coffee cup

Just that fingerprinted lipstick's not enough

Sleep, where you lay

Still a trace of innocence on the pillow case



Waking up

Beside you I'm a loaded gun

I can't contain this anymore

I'm all yours

I've got no control

No control

Powerless

And I don't care it's obvious

I just can't get enough of you

The battle's now my eyes are closed

No control (control)



Taste, on my tongue

I don't want to wash away the night before

The heat, where you laid

I could stay right here and burn in this all day



Waking up

Beside you I'm a loaded gun

I can't contain this anymore

I'm all yours

I've got no control

No control

Powerless

And I don't care it's obvious

I just can't get enough of you

The battle's now my eyes are closed

No control (control)



Lost my senses

I'm defenceless

Her perfume's holding me ransom

Sweet and sour



I devour

Lying here I count the hours



Waking up

Beside you I'm a loaded gun

I can't contain this anymore

I'm all yours

I've got no control

No control

Powerless

And I don't care it's obvious

I just can't get enough of you

The battle's now my eyes are closed

No control (control)



Control

No control

No control



Powerless

And I don't care it's obvious

I just can't get enough of you

The battle's now my eyes are closed

No control (control)"
"1688740607-105","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/perfect-matoma-remix-lyrics/","One Direction - Perfect (Matoma Remix) Lyrics","I might never be your knight in shining armour



I might never be the one you take home to mother

And I might never be the one who brings you flowers

But I can be the one, be the one tonight

When I first saw you from across the room



I could tell that you were curious, oh yeah

Girl, I hope you're sure what you're looking for

'Cause I'm not good at making promises

But if you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do



Baby, I'm perfect

Baby, I'm perfect for you

And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Baby, your perfect

Baby, your perfect

So let's start right now

I might never be the hands you've put your heart in

Or the arms that hold you anytime you want them

But that don't mean that we can't live here in the moment



‘Cause I can be the one you love from time to time

When I first saw you from across the room

I could tell that you were curious, oh yeah

Girl, I hope you're sure what you're looking for



'Cause I'm not good at making promises

But if you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do

Baby, I'm perfect

Baby, I'm perfect for you



And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Baby, I'm perfect

Baby, I'm perfect

So let's start right now

And if you like cameras flashing everytime we go out

Oh yeah

If you're looking for someone to write your break-up songs about

Baby I'm perfect

Baby we're perfect



If you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do

Baby, I'm perfect

Baby, I'm perfect for you

And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Baby, I'm perfect

Baby, I'm perfect

So let's start right now"
"1688740610-106","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/rock-me-live-version-from-the-motion-picture-one-direction-this-is-us-lyrics/","One Direction - Rock Me (Live Version From the Motion Picture ""One Direction: This Is Us"") Lyrics","Do you remember summer ‘09?

Wanna go back there every night

Just can't lie, it was the best time of my life



Lying on the beach as the sun blew out

Playing this guitar by the fire too loud

Oh my, my they could never shut us down



I used to think, that I was better alone

Why did I ever want to let you go?

Under the moonlight as we stared at the sea

The words you whispered, I will always believe



I want you to rock me, mmm, rock me, mmm, rock me, yeah

I want you to rock me, mmm, rock me, mmm, rock me, yeah

I want you to hit the pedal, heavy metal, show me you care

I want you to rock me, mmm, rock me, mmm, rock me, yeah



We were together summer ‘09

Wanna roll back like press and rewind

You were mine and we never said goodbye I-I-I I, I



I used to think, that I was better alone

Why did I ever want to let you go? (let you go)

Under the moonlight as we stared to the sea

The words you whispered, I will always believe



I want you to rock me, mmm, rock me, mmm, rock me, yeah

I want you to rock me, mmm, rock me, mmm, rock me, yeah

I want you to hit the pedal, heavy metal, show me you care

I want you to rock me, mmm, rock me, mmm, rock me, yeah



Rock me, rock me, rock me, yeah

I want you to rock me, rock me, rock me, yeah

I want you to hit the pedal, heavy metal, show me you care

I want you to rock me, rock me, rock me, yeah



I want you to rock me, rock me, rock me, yeah

I want you to rock me, rock me, rock me, yeah

I want you to hit the pedal, heavy metal, show me you care

I want you to rock me, mmm, rock me, mmm, rock me, yeah



I want you to rock me, mmm, rock me, mmm, rock me, yeah

I want you to rock me, mmm, rock me, mmm, rock me, yeah

I want you to hit the pedal heavy metal show me, you care

I want you to rock me, mmm, rock me, mmm, rock me, yeah"
"1688740613-107","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/-matoma-remix-lyrics/","One Direction - パーフェクト (Matoma Remix) Lyrics","パーフェクト



One Direction



Buy for ￥250



Subscribe



I might never be your knight in shining armour

I might never be the one you take home to mother

And I might never be the one who brings you flowers

But I can be the one, be the one tonight



When I first saw you

From across the room

I could tell that you were curious,

Oh, yeah

Girl, I hope you're sure

What you're looking for

'Cause I'm not good at making promises



But if you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do

Then baby, I'm perfect

Baby, I'm perfect for you

And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Then baby, you're perfect

Baby, you're perfect

So let's start right now



I might never be the hands you put your heart in

Or the arms that hold you any time you want them

But that don't mean that we can't live here in the moment

'Cause I can be the one you love from time to time



When I first saw you

From across the room

I could tell that you were curious,

Oh, yeah

Girl, I hope you're sure

What you're looking for

'Cause I'm not good at making promises



But if you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do

Then baby, I'm perfect

Baby, I'm perfect for you

And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Then baby, you're perfect

Baby, you're perfect

So let's start right now



And if you like cameras flashing every time we go out,

Oh, yeah

And if you're looking for someone to write your break-up songs about

Baby, I'm perfect

Baby, we're perfect



If you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do

Then baby, I'm perfect

Baby, I'm perfect for you

And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Then baby, you're perfect

Baby, you're perfect

So let's start right now"
"1688740616-108","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/best-song-ever-westfunk-steve-smart-remix-lyrics/","One Direction - Best Song Ever (WestFunk & Steve Smart Remix) Lyrics","Maybe it's the way she walked (ow)

Straight into my heart and stole it

Through the doors and past the guards (ow)

Just like she already owned it



I said can you give it back to me

She said never in your wildest dreams



And we danced all night to the best song ever

We knew every line

Now I can't remember

How it goes but I know that I won't forget her

'Cause we danced all night to the best song ever

I think it went oh oh oh

I think it went yeah yeah yeah

I think you go-o-o-o-o (woooo)



Said her name was Georgia Rose (ow)

And her daddy was a dentist

Said I had a dirty mouth

(I had a dirty mouth)

But she kissed me like she meant it



I said can I take you home with me

She said never in your wildest dreams



And we danced all night to the best song ever

We knew every line

Now I can't remember

How it goes but I know that I won't forget her

(How it goes but I know)

Cause we danced all night to the best song ever

I think it went oh oh oh

I think it went yeah yeah yeah

I think you go-o-o-o-o-h (woooo)



You know, I know, you know I'll remember you

I know, you know, I know you'll remember me

You know, I know, you know I'll remember you

I know, you know, I hope you remember how we danced



(Oh oh oh)

(Yeah yeah yeah)

(How we danced)

(Ow)



And we danced all night to the best song ever

We knew every line

(Every line)

Now I can't remember

How it goes but I know that I won't forget her

Cause we danced all night to the best song ever

(We danced, we danced)

(And it goes something like this)

And we danced all night to the best song ever

We knew every line

Now I can't remember

(How it goes but I know that I won't forget her)

How it goes but I know that I won't forget her

(Best song ever)

Cause we danced all night to the best song ever

I think it went oh oh oh

I think it went yeah yeah yeah

I think you go-o-o-o-o-h (woooo)

(Best song ever)

(It was the best song ever)

(It was the best song ever)

(It was the best song ever)"
"1688740619-109","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/story-of-my-life-radio-edit-lyrics/","One Direction - Story of My Life (Radio Edit) Lyrics","Written in these walls are the stories that I can't explain

I leave my heart open but it stays right here empty for days



She told me in the morning she don't feel the same about us in her bones

It seems to me that when I die these words will be written on my stone



And I'll be gone gone tonight

The ground beneath my feet is open wide

The way that I been holdin' on too tight

With nothing in between



The story of my life I take her home

I drive all night to keep her warm and time

Is frozen (the story of, the story of)

The story of my life I give her hope

I spend her love until she's broke inside

The story of my life (the story of, the story of)



Written on these walls are the colors that I can't change

Leave my heart open but it stays right here in its cage



I know that in the morning

I'll see us in the light upon your ear

Although I am broken, my heart is untamed still



And I'll be gone gone tonight

The fire beneath my feet is burning bright

The way that I been holdin' on so tight

With nothing in between



The story of my life I take her home

I drive all night to keep her warm and time

Is frozen (the story of, the story of)

The story of my life I give her hope

I spend her love until she's broke inside

The story of my life (the story of, the story of)



And I been waiting for this time to come around

But baby running after you is like chasing the clouds



The story of my life I take her home

I drive all night to keep her warm and time

Is frozen

The story of my life I give her hope (give her hope)

I spend her love until she's broke inside (until she's broke inside)

The story of my life (the story of, the story of)

The story of my life

The story of my life (the story of, the story of)

The story of my life"
"1688740623-110","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/nobody-knows-lyrics/","One Direction - Nobody Knows Lyrics","No heart, no hands, no skin, no touch

Can get me there, nowhere enough

To love me like you do, to love me like you do

No kiss, no lips, no feel, no rush

Can you keep me high, I swear no one

Can love me like you do, can love me like you do, no

Nobody's gonna love me like you

Nobody, uh

Nobody, no uh

Nobody's gonna love me like you do

Like you, ooh

Nobody's gonna love me like you

Nobody, uh

Nobody, no uh

Nobody's ever loved me to the truth

Like you, ooh

Nobody's gonna love me like you

Nobody, nobody ooh

No oxygen, can barely breathe

My darkest sin, you've raised release

And it's all because of you, all because of you

I don't know what it is, but you've pulled me in

No one compares, could ever begin

To love me like you do

And I wouldn't want them to

Cause...

Nobody's gonna love me like you

Nobody, uh

Nobody, no uh

Nobody's gonna love me like you do

Like you, ooh

Nobody's gonna love me like you

Nobody, uh

Nobody, no uh

Nobody's ever loved me to the truth

Like you, ooh

Nobody's gonna love me like you

I don't want nothing else

Not when I had the best

I don't want nothing else

Because you showed me the best

Nobody's gonna love me like you

Nobody, uh

Nobody, no uh

Nobody's gonna love me like you do

Like you, ooh

Nobody's gonna love me like you

Nobody, uh

Nobody, no uh

Nobody's ever loved me to the truth

Like you, ooh"
"1688740626-111","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/gotta-be-you-steve-smart-westfunk-remix-lyrics/","One Direction - Gotta Be You - Steve Smart & Westfunk Remix Lyrics","[Liam]

Girl I see it in your eyes you're disappointed

'Cause I'm the foolish one that anointed wih your heart

I tore it apart

And girl what a mess I made upon your innocence

And no woman in the world deserves this

But here I am asking you for one more chance



[Harry]

Can we fall, one more time?

Stop the tape and rewind

Oh and if you walk away I know I'll fade

'Cause there is nobody else



It's gotta be you

Only you

It's gotta be you

Only you



[Liam]

Now girl I hear it in your voice and how it trembles

When you speak to me I don't resemble, who I was

You've almost had enough

And your actions speak louder than words

And you're about to break from all you've heard

Don't be scared, I ain't going no where



[Zayn]

I'll be here, by your side

No more fears, no more crying

But if you walk away

I know I'll fade

Cause there is nobody else



Can we fall, one more time?

Stop the tape and rewind

Oh and if you walk away I know I'll fade

'Cause there is nobody else



It's gotta be you

Only you

It's gotta be you

Only you



[Zayn]

Oh girl, can we try one more, one more time?

One more, one more, can we try?

One more, one more time

I'll make it better

One more, one more, can we try?

One more, one more

Can we try one more time to make it all better?



[Harry]

'Cause it's gotta be you

It's gotta be you

Only you

Only you



It's gotta be you

Only you

It's gotta be you

Only you"
"1688740629-112","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/story-of-my-life-live-x-factor-performance-lyrics/","One Direction - Story of My Life (Live X Factor Performance) Lyrics","Written in these walls are the stories that I can't explain

I leave my heart open but it stays right here empty for days



She told me in the morning she don't feel the same about us in her bones

It seems to me that when I die these words will be written on my stone



And I'll be gone gone tonight

The ground beneath my feet is open wide

The way that I been holdin' on too tight

With nothing in between



The story of my life I take her home

I drive all night to keep her warm and time

Is frozen (the story of, the story of)

The story of my life I give her hope

I spend her love until she's broke inside

The story of my life (the story of, the story of)



Written on these walls are the colors that I can't change

Leave my heart open but it stays right here in its cage



I know that in the morning

I'll see us in the light upon your ear

Although I am broken, my heart is untamed still



And I'll be gone gone tonight

The fire beneath my feet is burning bright

The way that I been holdin' on so tight

With nothing in between



The story of my life I take her home

I drive all night to keep her warm and time

Is frozen (the story of, the story of)

The story of my life I give her hope

I spend her love until she's broke inside

The story of my life (the story of, the story of)



And I been waiting for this time to come around

But baby running after you is like chasing the clouds



The story of my life I take her home

I drive all night to keep her warm and time

Is frozen



The story of my life I give her hope (give her hope)

I spend her love until she's broke inside (until she's broke inside)

The story of my life (the story of, the story of)

The story of my life

The story of my life (the story of, the story of)

The story of my life"
"1688740632-113","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/one-way-or-another-teenage-kicks-sharoque-remix-lyrics/","One Direction - One Way or Another (Teenage Kicks) (Sharoque Remix) Lyrics","One way or another, I'm gonna find ya'

I'm gonna get ya', get ya', get ya', get ya'

One way or another, I'm gonna win ya'

I'm gonna get ya', get ya', get ya', get ya'

One way or another, I'm gonna see ya'

I'm gonna meet ya', meet ya', meet ya', meet ya'

One day maybe next week, I'm gonna meet ya'

I'm gonna meet ya', I'll meet ya'



Let's go!



One way or another, I'm gonna find ya'

I'm gonna get ya', get ya', get ya', get ya'

One way or another, I'm gonna win ya'



One way or another, I'm gonna see ya'

I'm gonna meet ya', meet ya', meet ya', meet ya'

One day maybe next week, I'm gonna meet ya'

I'll meet ya'"
"1688740635-114","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/all-you-need-is-love-lyrics/","One Direction - All You Need Is Love Lyrics","We do not have the lyrics for All You Need Is Love yet."
"1688740638-115","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/live-while-we-re-young-the-jump-smokers-remix-lyrics/","One Direction - Live While We're Young (The Jump Smokers remix) Lyrics","Hey girl, I'm waiting on ya, I'm waiting on ya

Come on and let me sneak you out

And have a celebration, a celebration

The music up, the windows down



Yeah, we'll be doing what we do

Just pretending that we're cool

And we know it too

Yeah, we'll keep doing what we do

Just pretending that we're cool

So tonight



Let's go crazy, crazy, crazy till we see the sun

I know we only met but let's pretend it's love

And never, never, never stop for anyone

Tonight let's get some and live while we're young

And live while we're young

Tonight let's get some

And live while we're young



Hey girl, it's now or never, it's now or never

Don't overthink, just let it go

And if we get together, yeah, get together

Don't let the pictures leave your phone

Oooh



Yeah, we'll be doing what we do

Just pretending that we're cool

So tonight



Let's go crazy, crazy, crazy till we see the sun

I know we only met but let's pretend it's love

And never, never, never stop for anyone

Tonight let's get some and live while we're young

Come on and live while we're young

Tonight let's get some

And live while we're young,



Let's go crazy, crazy, crazy till we see the sun,

I know we only met but let's pretend it's love,

And never, never, never stop for anyone

Tonight let's get some and live while we're young

Crazy, crazy, crazy till we see the sun

I know we only met but let's pretend it's love

And never, never, never stop for anyone

Tonight let's get some,

And live while we're young"
"1688740641-116","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/gotta-be-you-2012-us-version-lyrics/","One Direction - Gotta Be You (2012 US Version) Lyrics","Girl I see it in your eyes you're disappointed

'Cause I'm the foolish one that you anointed with your heart

I tore it apart

And girl what a mess I made upon your innocence

And no woman in the world deserves this

But here I am asking you for one more chance



Can we fall, one more time?

Stop the tape and rewind

Oh and if you walk away I know I'll fade

Cause there is nobody else



It's gotta be you

Only you

It's gotta be you

Only you



Now girl I hear it in your voice and how it trembles

When you speak to me I don't resemble, who I was

You've almost had enough

And your actions speak louder than words

And you're about to break from all you've heard

Don't be scared, I ain't going no where



I'll be here, by your side

No more fears, no more crying

But if you walk away

I know I'll fade

'Cause there is nobody else



It's gotta be you

Only you

It's gotta be you

Only you



Oh girl, can we try one more, one more time?

One more, one more, can we try?

One more, one more time

I'll make it better

One more, one more, can we try?

One more, one more

Can we try one more time to make it all better?



'Cause it's gotta be you

It's gotta be you

Only you

Only you



It's gotta be you

Only you

It's gotta be you

Only you"
"1688740644-117","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/best-song-ever-kat-krazy-remix-lyrics/","One Direction - Best Song Ever (Kat Krazy remix) Lyrics","Maybe it's the way she walked

Straight into my heart and stole it

Through the doors and past the Gods

Just like she already owned it



I said can you give it back to me

She said never in your wildest dreams



And we danced all night to the best song ever

We knew every line

Now I can't remember

How it goes but I know that I won't forget her

'Cause we danced all night to the best song ever

I think it went oh oh oh

I think it went yeah yeah yeah

I think you go-o-o-o-o-h (woooo)



oh oh oh

yeah yeah yeah

oh oh oh

Said her name was Georgia Rose

And her daddy was a dentist



Said I had a dirty mouth

But she kissed me like she meant it



I said can I take you home with me

She said never in your wildest dreams

And we danced all night to the best song ever

We knew every line

Now I can't remember

How it goes but I know that I won't forget her

Cause we danced all night to the best song ever

I think it went oh oh oh

yeah yeah yeah



go-o-o-o-o-h (woooo)

You know, I know, you know I'll remember you

I know, you know, I know you'll remember me

You know, I know, you know I'll remember you



I know, you know, I hope you remember how we danced

And we danced all night to the best song ever

We knew every line

Now I can't remember

How it goes but I know that I won't forget her

Cause we danced all night to the best song ever

oh oh oh

yeah yeah yeah

oh oh oh"
"1688740647-118","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/steal-my-girl-live-acoustic-session-lyrics/","One Direction - Steal My Girl (Live Acoustic Session) Lyrics","She's been my queen since we were sixteen

We want the same things, we dream the same dreams, alright

I got it all 'cause she is the one

Her mom calls me ""love"", her dad calls me ""son"", alright

I know, I know, I know for sure

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Na na (she belongs to me)

Kisses that queen, her walk is so mean

And every jaw drops when she's in those jeans, alright

I don't exist if I don't have her

The sun doesn't shine, the world doesn't turn, alright

But I know, I know, I know for sure

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

She knows, she knows

That I never let her down before

She knows, she knows

That I'm never gonna let another take her love from me now

Everybody wants to steal my girl

Everybody wants to take her heart (love) away

Couple billion in the whole wide world

(Well) find another one 'cause she belongs to me

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Na na (she belongs to me)

She belongs to me"
"1688740650-119","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/my-life-would-suck-without-you-lyrics/","One Direction - My Life Would Suck Without You Lyrics","Guess this means you're sorry

You're standing at my door

Guess this means you take back

All you said before

Like how much you wanted

Anyone but me

Said you'd never come back

But here you are again



Cause we belong together now, yeah

Forever united here somehow, yeah

You got a piece of me

And honestly,

My life (my life) would suck (would suck) without you



Maybe I was stupid for telling you goodbye

Maybe I was wrong for



Tryin' to pick a fight



Cause we belong together now, yeah

Forever united here somehow, yeah

You got a piece of me

And honestly,

My life (my life) would suck (would suck) without you"
"1688740653-120","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/ready-to-run-lyrics/","One Direction - Ready to Run / レディ・トゥ・ラン Lyrics","There's a lightning in your eyes, I can't deny

Then there's me inside a sinking boat running out of time

Without you I'll never make it out alive

But I know, yes I know, we'll be alright



There's a devil in your smile, it's chasing me

And every time I turn around it's only gaining speed

There's a moment when you finally realize

There's no way you can change the rolling tide

But I know, yes I know, that I'll be fine



This time I'm ready to run

Escape from the city and follow the sun

'Cause I wanna be yours, don't you wanna be mine?

I don't wanna get lost in the dark of the night

This time I'm ready to run

Wherever you are is the place I belong

'Cause I wanna be free, and I wanna be young

I will never look back now I'm ready to run

I'm ready to run



There's a future in my life I can't foresee

Unless, of course, I stay on course and keep you next to me



There will always be the kind that criticize

But I know, yes, I know we'll be alright



This time I'm ready to run

Escape from the city and follow the sun

'Cause I wanna be yours, don't you wanna be mine?

I don't wanna get lost in the dark of the night

This time I'm ready to run

Wherever you are is the place I belong

'Cause I wanna be free, and I wanna be young

I will never look back now I'm ready to run



This time I'm ready to run (ready to run)

I'd give everything that I got for your love



This time I'm ready to run

Escape from the city and follow the sun



'Cause I wanna be yours, don't you wanna be mine?

I don't wanna get lost in the dark of the night

This time I'm ready to run (this time I'm ready to run)

Wherever you are is the place I belong

'Cause I wanna be free, and I wanna be young

I will never look back, now I'm ready to run

I'm ready to run"
"1688740656-121","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/viva-la-vida-lyrics/","One Direction - Viva la Vida Lyrics","I used to rule the world

Seas would rise when I gave the word

Now in the morning I sleep alone

Sweep the streets I used to own



I used to roll the dice

Feel the fear in my enemy's eyes

Listen as the crowd would sing

""Now the old king is dead! Long live the king!""



One minute I held the key

Next the walls were closed on me

And I discovered that my castles stand

Upon pillars of salt and pillars of sand



I hear Jerusalem bells a ringing

Roman Cavalry choirs are singing

Be my mirror, my sword and shield

My missionaries in a foreign field

For some reason I can't explain

Once you go there was never

Never an honest word

And that was when I ruled the world

Oh oh oh oh oh oh

Oh oh oh oh oh oh

Oh oh oh oh oh oh

Oh oh oh oh oh oh

I hear Jerusalem bells a ringing

Roman Cavalry choirs are singing

Be my mirror, my sword and shield

My missionaries in a foreign field

For some reason I can't explain

Once you go there was never

Never an honest word

And that was when I ruled the world"
"1688740659-122","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/best-song-ever-from-this-is-us-lyrics/","One Direction - Best Song Ever (from ""This Is Us"") Lyrics","Maybe it's the way she walked

Straight into my heart and stole it

Through the door and past the guards

Just like she already owned it

I said ""can you give it back to me?""

She said ""never in your wildest dreams""



And we danced all night to

The best song ever

We knew every line

Now I can't remember

How it goes but I know

That I won't forget her

'Cos we danced all night to

The best song ever



I think it went oh, oh, oh

I think it went yeah, yeah

I think it goes...



Said her name was ""Georgia rules""

And that daddy was a dentist

Said I had a dirty mouth

But she kissed me like she meant it

I said ""can I take you home with me""

She said ""never in your wildest dreams""



And we danced all night to

The best song ever

We knew every line

Now I can't remember

How it goes but I know

That I won't forget her

'Cos we danced all night to

The best song ever



I think it went oh, oh, oh

I think it went yeah, yeah, yeah

I think it goes...



You know, I know, you know I'll remember you

I know, you know, I know you'll remember me

You know, I know, you know I'll remember you

I know, you know, I hope you'll remember how we danced

How we danced

(One, two, one, two, three)



How we danced all night

To the best song ever

We knew every line

Now I can't remember

How it goes but I know

That I won't forget her

'Cos we danced all night to

The best song ever



How we danced all night

To the best song ever

We knew every line

Now I can't remember

How it goes but I know

That I won't forget her

'Cos we danced all night to

The best song ever



I think it went oh, oh, oh

I think it went yeah, yeah, yeah

I think it goes...



The best song ever

It was the best song ever

It was the best song ever

It was the best song ever ..."
"1688740662-123","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/total-eclipse-of-the-heart-x-factor-performance-lyrics/","One Direction - Total Eclipse of the Heart (X Factor performance) Lyrics","Turn around

Every now and then I get a little bit lonely and you're never coming around

Turn around

Every now and then I get a little bit tired of listening to the sound of my tears

Turn around 

Every now and then I get a little bit nervous that the best of all the years have gone by

Turn around

Every now and then I get a little bit terrified and then I see the look in your eyes



Turn around, bright eyes

Every now and then I fall apart

Turn around, bright eyes

Every now and then I fall apart



And I need you now tonight

And I need you more than ever

And if you only hold me tight

We'll be holding on forever

And we'll only be making it right 

'cause we'll never be wrong

Together we can take it to the end of the line

Your love is like a shadow on me all of the time 

(All of the time)

I don't know what to do and I'm always in the dark

We're living in a powder keg and giving off sparks

I really need you tonight 

Forever's gonna start tonight

Forever's gonna start tonight



Once upon a time I was falling in love, but now I'm only falling apart



There's nothing I can do

A total eclipse of the heart"
"1688740665-124","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/four-five-seconds-live-from-bbc-radio-1-s-live-lounge-lyrics/","One Direction - Four Five Seconds (Live from BBC Radio 1's Live Lounge) Lyrics","I think I've had enough

I might get a little drunk

I say what's on my mind

I might do a little time

'Cause all of my kindness is taken for weakness



Now I'm fourfiveseconds from wildin'

And we got three more days 'til Friday

I'm just tryin' to make it back home by Monday mornin'

I swear I wish somebody would tell me

Ooh, that's all I want



Woke up an optimist

Sun was shining, I'm positive

Then I heard you was talkin' trash

Hold me back, I'm bout' to crash



Yeah, I'm fourfiveseconds from wildin'

And we got three more days 'til Friday

I'm just tryin' to make it back home by Monday mornin'

I swear I wish somebody would tell me

Ooh, that's all I want



And I know that you're up tonight

Thinking how could I be so reckless

But I just can't apologize

I hope you can understand



If I go to jail tonight

Promise you'll pay my bail

See, they want to buy my pride

But that just ain't up for sale

'Cause all of my kindness, is taken for weakness



Now I'm fourfiveseconds from wildin'

And we got three more days 'til Friday

I'm just tryin' to make it back home by Monday mornin'

I swear I wish somebody would tell me

Ooh, that's all I want



Oh, fourfiveseconds from wildin'

And we got three more days 'til Friday

I'm just tryin' to make it back home by Monday mornin'

I swear I wish somebody would tell me

Ooh, that's all I want"
"1688740668-125","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/na-na-na-live-lyrics/","One Direction - Na Na Na (Live) Lyrics","We've got a bit of love/hate

You take me to the edge

Then you hit the breaks

I say it's over one day

But then I'm crawling back

Begging you to stay

We make up and

We break up all the time



I'll say that I hate a song

Then you'll go request it

The whole night long

Some people say it's so wrong

But, even when we fight

Girl, you turn me on

We make up and

We break up all the time



We're like- na, na, na

Then, we're like- yeah, yeah, yeah

Always like- na, na, na

Then, we're like- yeah, yeah, yeah

No, we can't make up our minds

'Cause when we think

We've got it right

We go- na, na, na



You wanna party too late

But when I do the same

All you do is complain

You know that

It drives me insane

But, when I get with you

Girl, you make it okay

We make up and

We break up all the time



We're like- na, na, na

Then, we're like- yeah, yeah, yeah

Always like- na, na, na

Then, we're like- yeah, yeah, yeah

No, we can't make up our minds

'Cause when we think

We've got it right

We go- na, na, na



We're like- na, na, na

Then, we're like- yeah, yeah, yeah

Always like- na, na, na

Then, we're like- yeah, yeah, yeah



We're like- na, na, na

Then, we're like- yeah, yeah, yeah

Always like- na, na, na

Then, we're like- yeah, yeah, yeah

No, we can't make up our minds

'Cause when we think

We've got it right

We go- na, na, na"
