web-scraper-order,web-scraper-start-url,Paginacja,Tytuł,Teksty
"1688740381-30","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/summer-love-lyrics/","One Direction - Summer Love Lyrics","Yeah... ohh...



Can't believe you're packing your bags

Trying so hard not to cry

Had the best time and now it's the worst time

But we have to say goodbye



Don't promise that you're gonna write

Don't promise that you'll call

Just promise that you won't forget we had it all



‘Cause you were mine, for the summer

Now we know it's nearly over

Feels like snow in September

But I always will remember



You were my summer love

You always will be my summer love



Wish that we could be alone now

We could find some place to hide

Make the last time, just like the first time

Push your button and rewind



Don't say the word that's on your lips

Don't look at me that way

Just promise you'll remember when the sky is grey



‘Cause you were mine, for the summer

Now we know it's nearly over

Feels like snow in September

But I always will remember



You were my summer love

You always will be my summer love



So please don't make this any harder

We can't take this any farther

And I know there's nothing that I want to change, to change



‘Cause you were mine, for the summer

Now we know it's nearly over

Feels like snow in September

But I always will remember



You were my summer love (summer love)

You always will be my summer love (summer love)

You always will be my summer love (yeah)

You always will be my summer love"
"1688740384-31","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/they-don-t-know-about-us-lyrics/","One Direction - They Don't Know About Us Lyrics","People say whe shouldn't be together

We're too young, to know about forever

But I say, they don't know what they're talk-talk-talking about (Talk-talk-talking about)



'Cause this love is only getting stronger

So I don't wanna wait any longer

I just wanna tell the world that you're mine girl



Oh, they don't know about the things we do

They don't know about the, ""I love you's""

But I bet you, if they only knew

They would just be jealous of us

They don't know about the up all nights

They don't know I've waited all my life,

Just to find a love that feels this right

Baby, they don't know about, they don't know about us



One touch, and I was a believer

Every kiss, it gets a litlle sweeter

It's getting better, keeps getting better al the time, girl



They don't know about the things we do

They don't know about the, ""I love you's""

But I bet you, if they only knew

They would just be jealous of us

They don't know about the up all nights

They don't know I've waited all my life,

Just to find a love that feels this right

Baby, they don't know about, they don't know about us



They don't know how special you are

They don't know what you've done to my heart

They can say anything they want, cause they don't know about us



They don't know what we do best,

Thats between me and you, our little secrets



But I wanna tell 'em,

I wannt tell the world that you're mine, girl



They don't know about the things we do

They don't know about the, ""I love you's""

But I bet you if they only knew

They would just be jealous of us

They don't know about the up all nights

They don't know I've waited all my life

Just to find a girl that feels this right



Baby, they don't know about,



They don't know about the things we do

They don't know about the, ""I love you's""

But I bet you if they only knew

They would just be jealous of us

They don't know about the up all nights

They don't know I've waited all my life

Just to find a love that feels this right



Baby, they don't know about, they don't know about us

They don't know about us"
"1688740387-32","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/back-for-you-lyrics/","One Direction - Back For You Lyrics","Whenever I close my eyes, I picture you there

I'm looking out at the crowd, you're everywhere

I'm watching you from the stage, yeah

Your smile is on every face now

But every time you wake up, you're hearing me say



""Goodbye""



Baby, you don't have to worry

I'll be coming back for you, back for you, back for you, you

Lately, I've been going crazy

So I'm coming back for you, back for you, back for you, you



I've never been so into somebody before

And every time we both touch, I only want more

So tell me nothing's gonna change, yeah

And you won't ever walk away, yeah

'Cause even though every night, you'll know what I'll say



""Goodbye""



Baby, you don't have to worry

I'll be coming back for you, back for you, back for you, you

Lately, I've been going crazy

So I'm coming back for you, back for you, back for you, you



Right back for you, oh

Right back for you

Right back for you



Lately, I've been going crazy

So I'm coming back

Yeah, I am coming back

For you



Baby, you don't have to worry

I'll be coming back for you, back for you, back for you, for you

Lately, I've been going crazy

So I'm coming back for you, back for you, back for you, you



Right back for you, right back

Right back for you, right back

Right back for you, right back

Right back for you, you



Lately, I've been going crazy

So I'm coming back for you, back for you, back for you, you"
"1688740390-33","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/she-s-not-afraid-lyrics/","One Direction - She's Not Afraid Lyrics","Yeah (ah-ah)

One, two, three, four



She sneaks out in the middle of the night, yeah

Tight dress with the top cut low

She's addicted to the feeling of letting go, oh-woah (let it go)



She walks in and the room just lights up

But she don't want anyone to know

That I'm the only one that gets to take her home, oh-woah (take her home)



But every time I tell her that I want more

She closes the door



She's not afraid of all the attention

She's not afraid of running wild

How come she's so afraid of fallin' in love?



She's not afraid of scary movies

She likes the way we kiss in the dark

But she's so afraid of f-f-fallin' in love, oooh



Maybe she's just trying to test me

Wanna see how hard I'm gonna work

Wanna see if I can really tell how much she's worth (what you're worth)



Or maybe all her friends have told her

""Don't get closer—he'll just break your heart""

But either way she's teasing me and it's just so hard (so hard)



'Cause every time I tell her how I feel

She says it's not real



She's not afraid of all the attention

She's not afraid of running wild

How come she's so afraid of fallin' in love?



She's not afraid of scary movies

She likes the way we kiss in the dark

But she's so afraid of f-f-fallin' in love, oooh



What about all the things we said

Talking on the phone so late (so late)

I can't let her get away from me, oooh



When I say that I can do it no more

She's back in my door



(She's not afraid) She's not afraid of all the attention

She's not afraid of running wild (running wild)

How come she's so afraid of fallin' in love? (falling in love)



She's not afraid of scary movies (she's not afraid)

She likes the way we kiss in the dark (kiss in the dark)

But she's so afraid of f-f-fallin' in love, oooh



She's not afraid

She's not afraid

Ooohhh

Ooohhh"
"1688740393-34","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/loved-you-first-lyrics/","One Direction - Loved You First Lyrics","Girl it should be me, driving to your house

Knocking on the door, kissing you on the mouth

Holding on your hand, dancing in the dark



Cause I was the only one who loved from the Start

But now when I see you with him

It tears my world apart



I've been waiting, all this time, to finally say it

But now I see your hearts been taken



And nothing could be worse, baby I loved you first

Had my chances, could've been where he is

Standing, that's what hurts the most

Girl I came so close, but now you'll never know

Baby I loved you first

Girl it should be me, calling on your phone



Saying you're the one, and that I'll never let you go



I never understood, what love was really like

But I felt it for the first time looking in your eyes

But now when I see you with him



My whole world falls apart

I've been waiting, all this time, to finally say it

But now I see your hearts been taken



And nothing could be worse, baby I loved you first

Had my chances, could've been where he is



Standing, that's what hurts the most



Girl I came so close, but now you'll never know

Baby I loved you first

First touch, first kiss



First girl to make me feel like this

Heart break, it's killing me

I loved you first why can't you see

I've been waiting, all this time, to finally say it

But now I see your hearts been taken

And nothing could be worse

Baby I loved you first

Had my chances, could've been where he is

Standing, that's what hurts the most

Girl I came so close, but now you'll never know

Baby I loved you first

Baby I loved you first

Baby I loved you first

Baby I loved you first"
"1688740396-35","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/nobody-compares-lyrics/","One Direction - Nobody Compares Lyrics","You're so pretty when you cry, when you cry

Wasn't ready to hear you say goodbye

Now you're tearing me apart, tearing me apart

You're tearing me apart



You're so London your own style, your own style

And together we're so good, so girl why are you

Tearing me apart, tearing me apart

You're tearing me apart



Did I do something stupid

Yeah, girl if I blew it

Just tell me what I did, let's work through it

There's gotta be some way

To getcha to want me like before



'Cause no one ever looks so good in a dress

And it hurts 'cause I know you won't be mine tonight

No one ever makes me feel like you do when you smile

Baby tell me how to make it right



Now all my friends say it's not really worth it

But even if that's true

No one in the world could stop me from not moving on

Baby even if I wanted to

Nobody compares to you



We're so Paris when we kissed, when we kissed

I remember the taste of your lipstick

Now you're tearing up my heart, tearing up my heart

You're tearing up my heart



Did I do something stupid

Yeah, girl if I blew it

Just tell me what I did, let's work through it

There's gotta be some way

To getcha to want me like before



'Cause no one ever looks so good in a dress

And it hurts 'cause I know you won't be mine tonight

No one ever makes me feel like you do when you smile

Baby tell me how to make it right



Now all my friends say it's not really worth it

But even if that's true

No one in the world could stop me from not moving on

Baby even if I wanted to

Nobody compares to you

Nobody compares to you



There's gotta be some way

To getcha to want me like before



'Cause no one ever looks so good in a dress

And it hurts 'cause I know you won't be mine tonight

No one ever makes me feel like you do when you smile

Baby tell me how to make it right



Now all my friends say it's not really worth it

But even if that's true

No one in the world could stop me from not moving on

Baby even if I wanted to

Nobody compares to you"
"1688740399-36","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/still-the-one-lyrics/","One Direction - Still the One Lyrics","Hello, hello, I know it's been awhile but baby

I got something that I really wanna let you know, yeah

Something that I wanna let you know oh oh oh



You say you say that everybody that you hate me

Couldn't blame you cause I know I left you all alone, yeah

I know that I left you all alone



And yeah, now I'm back at your door

You're lookin' at me I'm sure

I should've seen it before

You're all I think about, baby



I was so stupid for letting you go

But I know you're still the one

You might have moved on

But girl you should know

That I know you're still the one



I know it's sayin' too much

But I will never give up

I was so stupid for letting you go

But I know you're still the one

I know you're still the one



Hello, hello, I'm really hoping you'll forgive me

I keep talking, begging, tell me what I wanna hear, yeah

Girl just tell me what I wanna hear



I tried, I tried to start again and find somebody

But I remember all the times and all the words he said, yeah

I can't get it out of my head yeah



Now I'm back at your door

You lookin' at me unsure

I should've seen it before

You're all I think about, baby



I was so stupid for letting you go

But I know you're still the one

You might have moved on

But girl you should know

That I know you're still the one



I know it's sayin' too much

But I will never give up

I was so stupid for letting you go

But I know you're still the one

Hey you, you're still the one

Hey you, you're still the one

Hey you, you're still the one

Hey you, you're still the one

I know it's sayin' too much

But I will never give up

I was so stupid for letting you go

But I know you're still the one

I know you're still the one"
"1688740402-37","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/last-first-kiss-lyrics/","One Direction - Last First Kiss Lyrics","Baby I, I wanna know

What you think when you're alone

Is it me yeah?

Are you thinking of me yeah, oh



We've been friends now for a while

Wanna know that when you smile

Is it me yeah?

Are you thinking of me yeah, oh oh



Girl what would you do?

Would you wanna stay, if I were to say?



I wanna be last, yeah

Baby let me be your, let me be your last first kiss

I wanna be first, yeah

Wanna be the first to take it all the way like this



And if you, only knew

I wanna be last, yeah, baby let me be your last

Your last first kiss



Baby tell me what to change

I'm afraid you'll run away if I tell you

What I wanted to tell you, yeah



Maybe I just gotta wait

Maybe this is a mistake

I'm a fool, yeah

Baby I'm just a fool yeah, oh oh



Girl what would you do?

Would you wanna stay, if I were to say?



I wanna be last, yeah

Baby let me be your, let me be your last first kiss

I wanna be first, yeah

Wanna be the first to take it all the way like this



And if you, only knew

I wanna be last, yeah, baby let me be your last

Your last first kiss (your last first kiss)

Your last first kiss (your last first kiss)



Girl what would you do?

Would you wanna stay, if I were to say



(Your last first kiss) I wanna be last, yeah

Baby let me be your, let me be your last first kiss

I wanna be first, yeah

Wanna be the first to take it all the way like this



And if you, only knew

I wanna be last, yeah, baby let me be your last

Your last first kiss



I wanna be last, yeah, baby let me be your last

Your last first kiss



Oh



I wanna be last, yeah, baby let me be your last

Your last first kiss"
"1688740405-38","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/heart-attack-lyrics/","One Direction - Heart Attack Lyrics","Baby, you've got me sick

I don't know what I did

Need to take a break and figure it out, yeah

Got your voice in my head

Sayin', ""Let's just be friends""

Can't believe the words came out of your mouth, yeah



I'm tryna be okay

I'm tryna be alright

But seeing you with him

Just don't feel right



And I'm like (oww!)

Never thought it'd hurt so bad

Getting over you-oh

And (oww!)

You're giving me a heart attack

Looking like you do-oh



'Cause you're all I ever wanted

Thought you would be the one

It's (oww!)

Giving me a heart attack

Getting over you-oh-oh-oh



Yeah!

Baby, now that you're gone

I can't stand dumb love songs

Missing you is all I'm thinking about, yeah



Everyone's telling me

I'm just too blind to see

How you messed me up, I'm better off now, yeah



I'm tryna be okay

I'm tryna be alright

But seeing you with him

Just don't feel right



And I'm like (oww!)

Never thought it'd hurt so bad

Getting over you-oh

And (oww!)

You're giving me a heart attack

Looking like you do-oh



'Cause you're all I ever wanted

Thought you would be the one

It's (oww!)

Giving me a heart attack

Getting over you-oh-oh-oh



Oh, oh, oh, oh, oh, oh

Oh-oh, oh... (oww!)

Oh, oh, oh, oh, oh, oh

Yeah, every time you look like that (oww!)



Oh, oh, oh, oh, oh, oh

Oh-oh, oh... (oww!)

Oh, oh, oh, oh, oh, oh

You're giving me a heart attack



But seeing you with him

Just don't feel right



And I'm like (oww!)

Never thought it'd hurt so bad

Getting over you-oh

And (oww!)

You're giving me a heart attack

Looking like you do-oh



'Cause you're all I ever wanted

Thought you would be the one

(Oww!)

Giving me a heart attack

Getting over you-oh-oh-oh



You... (oww!)

You're all I ever wanted (oww!)

Yeah...

Yeah, every time you look like that (oww!)



Come on

You're all I ever wanted (oww!)

You're giving me a heart attack

Oww!"
"1688740408-39","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/change-my-mind-lyrics/","One Direction - Change My Mind Lyrics","The end of the night

We should say goodbye

But we carry on

While everyone's gone



Never felt like this before

Are we friends or are we more?

As I'm walking towards the door

I'm not sure



But baby, if you say, you want me to stay

I'll change my mind

'Cause I don't wanna know, I'm walking away

If you'll be mine



Won't go-oh, won't go-oh

So baby, if you say, you want me to stay, stay for the night

I'll change my mind



Lean in when you laugh

We take photographs

There's no music on

But we dance along



Never felt like this before

Are we friends or are we more?

As I'm walking towards the door

I'm not sure



But baby, if you say, you want me to stay

I'll change my mind

'Cause I don't wanna know, I'm walking away

If you'll be mine



Won't go-oh, won't go-oh

So baby, if you say, you want me to stay, stay for the night



I'll change my mind

I'll change my mind



But baby, if you say, you want me to stay

I'll change my mind

But baby, if you say, you want me to stay

I'll change my mind

'Cause I don't wanna know, I'm walking away

If you'll be mine



Won't go-oh, won't go-oh

So baby, if you say, you want me to stay, stay for the night

I'll change my mind"
"1688740411-40","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/i-would-lyrics/","One Direction - I Would Lyrics","Lately I found myself thinking

Been dreaming about you a lot

And up in my head I'm your boyfriend

But that's one thing you've already got



He drives to school every morning

While I walk alone in the rain

He'd kill me without any warning

If he took a look in my brain



Would he say he's in L-O-V-E?

Well if it was me then I would, I would

Would he hold you when you're feeling low?

Baby you should know that I would, I would



Would he say he's in L-O-V-E?

Well if it was me then I would, I would

Would he hold you when you're feeling low?

Baby you should know that I would



Back in my head we were kissing

I thought things were going alright

With a sign on my back saying ""kick me""

Reality ruined my life



It feels like I'm constantly playing

A game that I'm destined to lose

'Cause I can't compete with your boyfriend

He's got 27 tattoos



Would he say he's in L-O-V-E?

Well if it was me then I would, I would

Would he hold you when you're feeling low?

Baby you should know that I would, I would



Would he say he's in L-O-V-E?

Well if it was me then I would, I would

Would he hold you when you're feeling low?

Baby you should know that I would, I would, I would



Would he please you?

Would he kiss you?

Would he treat you like I would? (I would)

Would he touch you?

Would he need you?

Would he love you like I would?



Would he say he's in L-O-V-E?

Well if it was me then I would

Would he hold you when you're feeling low?

Baby you should know that I would



Would he please you? (Would he please you?)

Would he kiss you? (Would he kiss you?)

Would he treat you like I would? (Like I would)

Would he touch you? (Would he touch you?)

Would he need you? (Would he need you?)

Would he love you like I would?



Would he say he's in L-O-V-E?

Well if it was me then I would (Like I would)

Would he hold you when you're feeling low?

Baby you should know that I would, I would, I would (Oh, yeah, yeah!)"
"1688740414-41","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/over-again-lyrics/","One Direction - Over Again Lyrics","Said I'd never leave her

'Cause her hands fit like my t-shirt

Tongue tied over three words, cursed

Running over thoughts that make my feet hurt

Bodies intertwined with her lips



Now she's feeling so low since she went solo

Hole in the middle of my heart like a polo

And it's no joke to me

So can we do it all over again



If you're pretending from the start like this

With a tight grip, then my kiss

Can mend your broken heart

I might miss everything you said to me



And I can lend you broken parts

That might fit like this

And I will give you all my heart

So we can start it all over again



Again we take the same road two days in the same clothes

And I know just what she'll say if I make all this pain go

Can we stop this for a minute

You know, I can tell that your heart isn't in it or with it



Tell me with your mind, body, and spirit

I can make your tears fall down like the showers that are British

Whether we're together or apart

We can both remove the masks and admit we regret it from the start



If you're pretending from the start like this

With a tight grip, then my kiss

Can mend your broken heart

I might miss everything you said to me



And I can lend you broken parts

That might fit like this

And I will give you all my heart

So we can start it all over again



You'll never know how to make it on your own

And you'll never show weakness for letting go

I guess it's still hard if the seed's sown

But do you really want to be alone?



If you're pretending from the start like this

With a tight grip, then my kiss

Can mend your broken heart

I might miss everything you said to me



And I can lend you broken parts

That might fit like this

And I will give you all my heart

So we can start it all over again



If you're pretending from the start like this

With a tight grip, then my kiss

Can mend your broken heart

I might miss everything you said to me



And I can lend you broken parts

That might fit like this

And I will give you all my heart

So we can start it all over again"
"1688740417-42","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/my-girl-acoustic-version-lyrics/","One Direction - My Girl (acoustic version) / スティール・マイ・ガール (アコースティック・バージョン Lyrics","She's been my queen since we were sixteen

We want the same things

We dream the same dreams, alright, alright

I got it all cause she is the one

Her mom calls me love, her dad calls me son

Alright, alright

I know, I know, I know for sure



Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one cause she belongs to me



Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one cause she belongs to me



Na na na na na na (oh yeah)

Na na na na na na (alright)

Na na na na na na



She belongs to me



Kisses that queen, her walk is so mean

And every jaw drops

When she's in those jeans

Alright, alright

I don't exist if I don't have her

The sun doesn't shine, the world doesn't turn

Alright, alright

But I know, I know, I know for sure



Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one cause she belongs to me



Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one cause she belongs to me



Na na na na na na (oh yeah)

Na na na na na na (alright)



She knows, she knows

That I never let her down before

She knows, she knows

That I'm never gonna let them

Take her love away from me now



Everybody wanna steal my girl

Everybody wanna take her love away

Couple billion in the whole wide world

Find another one cause she belongs to me



Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one cause she belongs to me



Na na na na na na (oh yeah)

Na na na na na na (alright)

Na na na na na na



She belongs to me



Na na na na na na (oh yeah)

Na na na na na na (alright)

Na na na na na na



She belongs to me"
"1688740420-43","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/forever-young-lyrics/","One Direction - Forever Young Lyrics","[Liam]

Let's dance in style,

Let's dance for a while,

Heaven can wait, we're only watching the skies,

Hoping for the best but expecting the worst,

Are you gonna drop the bomb or not?



[Harry]

Let us die young or let us live forever,

We don't have the power but we never say never,

Sitting in a sandpit,

Life is a short trip,

The music's for the sad man.



[All]

Forever young,

I wanna be,

Forever young,

Do you really want to live forever,

Forever,

Forever young.



[Niall]

Some are like water, some are like the heat,

Some are the melody and some are the beat,

But sooner or later they all will be gone,

Why don't they stay young?



[Harry]

It's hard to get old without a cause,

I don't want to perish like a fading horse,

Youth is like diamonds in the sun,

And diamonds are forever.



[All]

Forever young,

I wanna be,

Forever young,

Do you really want to live forever,

Forever,

Or never?



Forever young,

I wanna be,

Forever young (forever),

Do you really want to live forever,



Forever,

Or never?



[Liam ]

So many adventures couldn't happen today,

So many songs we forgot to play,

So many dreams are swinging out of the blue,

We'll let 'em come true.



[Harry]

Forever young,

I wanna be,

Forever young,

Do you really want to live forever,

Forever,

Or never?



[All]

Forever young,

I wanna be,

Forever young Do you really want to live forever,

Forever,

Or never?



Forever young,

I wanna be,

Forever young (forever),

Do you really want to live forever (forever),

Forever,

Or never?



Forever young,

I wanna be,

Forever young (forever),

Do you really want to live forever (forever),

Forever (forever),

Forever young...



[fades]"
"1688740423-44","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/fourfiveseconds-lyrics/","One Direction - FourFiveSeconds Lyrics","I think I've had enough

I might get a little drunk

I say what's on my mind

I might do a little time

'Cause all of my kindness

Is taken for weakness



Now I'm Four Five Seconds from wildin'

And we got three more days 'til Friday

I'm just tryna make it back home by Monday mornin'

I swear I wish somebody would tell me

Ooh, that's all I want



Woke up an optimist

Sun was shinin', I'm positive

Then I heard you was talkin' trash

Hold me back, I'm 'bout to crash



I'm 'bout Four Five Seconds from wildin'

And we got three more days 'til Friday

I'm just tryna make it back home by Monday mornin'

I swear I wish somebody would tell

Ooh, that's all I want



And I know that you're up tonight

Thinkin' how could I be so reckless?

I just can't apologize

I hope you can understand and



If I go to jail tonight

Promise you'll pay my bail

See they want to buy my pride

But that just ain't up for sale



'Cause all of my kindness

Is taken for weakness



Now I'm Four Five Seconds from wildin'

And we got three more days 'til Friday

I'm just tryna make it back home by Monday mornin'

I swear I wish somebody would tell me

Ooh, that's all I want



Four Five Seconds from wildin'

And we got three more days 'til Friday

I'm just tryna make it back home by Monday mornin'

I swear I wish somebody would tell me



'Cause that's all I want"
"1688740426-45","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/steal-my-girl-acoustic-version-lyrics/","One Direction - Steal My Girl - Acoustic Version Lyrics","She's been my queen since we were sixteen

We want the same things, we dream the same dreams, alright

I got it all 'cause she is the one

Her mom calls me ""love"", her dad calls me ""son"", alright

I know, I know, I know for sure

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Na na (she belongs to me)

Kisses that queen, her walk is so mean

And every jaw drops when she's in those jeans, alright

I don't exist if I don't have her

The sun doesn't shine, the world doesn't turn, alright

But I know, I know, I know for sure

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

She knows, she knows

That I never let her down before

She knows, she knows

That I'm never gonna let another take her love from me now

Everybody wants to steal my girl

Everybody wants to take her heart (love) away

Couple billion in the whole wide world

(Well) find another one 'cause she belongs to me

Everybody wanna steal my girl

Everybody wanna take her heart away

Couple billion in the whole wide world

Find another one 'cause she belongs to me

Na na (she belongs to me)

She belongs to me"
"1688740429-46","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/the-climb-lyrics/","One Direction - The Climb Lyrics","I can almost see it.

That dream I'm dreaming, but

There's a voice inside my head saying

You'll never reach it

Every step I'm takin'

Every move I make

Feels lost with no direction,

My faith is shakin'

But I, I gotta keep tryin'

Gotta keep my head held high



There's always gonna be another mountain

I'm always gonna wanna make it move

Always gonna be an uphill battle

Sometimes I'm gonna have to lose

Ain't about how fast I get there

Ain't about what's waitin' on the other side

It's the climb



The struggles I'm facing

The chances I'm taking

Sometimes might knock me down, but

No I'm not breaking

I may not know it, but

These are the moments that

I'm gonna remember most, yeah

Just gotta keep goin',

And I, I gotta be strong

Just keep pushing on, 'cause



There's always gonna be another mountain

I'm always gonna wanna make it move

Always gonna be an uphill battle

Sometimes I'm gonna have to lose

Ain't about how fast I get there

Ain't about what's waitin' on the other side

It's the climb



Yeah



There's always gonna be another mountain

I'm always gonna wanna make it move

Always gonna be an uphill battle

Somebody's gonna have to lose

Ain't about how fast I get there

Ain't about what's waitin' on the other side

It's the climb



Yeah, yeah yeah



Keep on movin'

Keep climbin'

Keep the faith baby

It's all about, it's all about the climb

Keep the faith, keep your faith, whoa, whoa, oh."
"1688740432-47","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/home-lyrics/","One Direction - Home Lyrics","Make a little conversation

So long, I've been waiting to let go of myself and feel alive

So many nights I thought it over

Told myself I kind of liked her

But there was something missing in her eyes



I was stumbling

Looking in the dark, with an empty heart

But you say, you feel the same

Could we ever be enough?

Baby, we could be enough



And it's alright

Calling out for somebody to hold tonight

When you're lost, I'll find a way and I'll be your light

You will never feel like you're alone

I'll make this feel like home



So hard that I couldn't take it

Want to wake up and see your face

And remember how good it was being here last night

Still high with a little feeling

I see the smile as it starts to creep in

It was there, I saw it in your eyes



I was stumbling

Looking in the dark, with an empty heart

But you say you feel the same

Could we ever be enough?

Baby, we could be enough



And it's alright

Calling out for somebody to hold tonight

When you're lost, I'll find a way and I'll be your light

You will never feel like you're alone

I'll make this feel like home



I'll make this feel like home

Baby we could be enough



It's alright

Calling out for somebody to hold tonight

When you're lost, I'll find a way and I'll be your light

You will never feel like you're alone

I'll make this feel like home"
"1688740435-48","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/hey-everybody!-lyrics/","One Direction - Hey Everybody! Lyrics","She maxed her credit cards and don't got a job



She pays for gas with all the change in her car

It's not the end of the road, yeah we've all been there before

and it goes oh, oh, oh, oh, oh, oh, oh

He's walking home 'cause he can't pay for the bus

He needs a dollar but he ain't got enough

It's not the end of the world, yeah we've all been there before

and it goes oh, oh, oh, oh, oh, oh, oh

Hey Everybody!

we don't have to live this way

we can all get some, yeah we can all get paid

so what'cha say everybody?



Gotta live it up today



we can all get some, yeah we can all get paid

oh oh oh oh oh oh oh oh

Don't have your rent and it's the first of the month

Your bank account has got insufficient funds

We can't afford to give up

We gotta make our own luck

and it goes oh, oh, oh, oh, oh, oh, oh

Work every weekend just to get out of town

Everyone says that you'll just turn back around

and what's ironic to me

the ones that don't ever leave think that they know

oh oh oh oh oh oh oh oh

Hey Everybody!

we don't have to live this way

we can all get some, yeah we can all get paid

so what you say everybody?

Gotta live it up today

we can all get some, yeah we can all get paid

oh oh oh oh oh oh oh oh

Hey Everybody!

we don't have to live this way

we can all get some,

yeah we can all get paid

so what you say everybody?

gotta live it up today

we can all get some, yeah we can all get paid

...

gotta live it up today

...

yeah, we don't have to live this way."
"1688740438-49","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/moments-lyrics/","One Direction - Moments Lyrics","Shut the door

Turn the light off

I wanna be with you

I wanna feel your love

I wanna lay beside you

I cannot hide this

Even though I try



Heart beats harder

Time escapes me

Trembling hands

Touch skin

It makes this harder

And the tears stream down my face



If we could only have this life

For one more day

If we could only turn back time



You know I'll be

Your life, your voice

Your reason to be

My love, my heart

Is breathing for this

Moment in time

I'll find the words to say

Before you leave me today



Close the door

Throw the key

Don't wanna be reminded

Don't wanna be seen

Don't wanna be without you

My judgement's clouded

Like tonight's sky



Hands are silent

Voice is numb

Try to scream out my lungs

It makes this harder

And the tears stream down my face



If we could only have this life

For one more day

If we could only turn back time



You know I'll be

Your life, your voice

Your reason to be

My love, my heart

Is breathing for this

Moment in time

I'll find the words to say

Before you leave me today



Flashing lights in my mind

Going back to the time

Playing games in the street

Kicking balls with my feet



There's a numb in my toes

Standing close to the edge

There's a pile of my clothes

At the end of your bed



As I feel myself fall

Make a joke of it all



You know I'll be

Your life, your voice

Your reason to be

My love, my heart

Is breathing for this

Moment in time

I'll find the words to say

Before you leave me today



You know I'll be

Your life, your voice

Your reason to be

My love, my heart

Is breathing for this

Moment in time

I'll find the words to say

Before you leave me today"
"1688740441-50","https://www.songlyrics.com/one-direction-lyrics/","https://www.songlyrics.com/one-direction/between-the-lines-lyrics/","One Direction - Between the Lines Lyrics","Sometimes, sometimes I feel I'm tearing you apart

I'm taking you, so long to let it drop

because of something good,

I dont know what to do, what to do.

I'm loose but suddenly, becoming something true

and nothing can complain

I found in you and I could take way,

but I can't look back,

I shouldn't look back.



And I, I don't wanna wait,

another day with you,

I dont wanna take her heart

and give my heart at you.

Can you feel my heart beat?

Cause as look, as weight it feels,

but I'm tearing you apart,

read between the lines.

Oh, you're gonna read between the lines.



You take,take,and everything,

my heart can be the same,

as long as I regret to take away,

but something tells me dont look back

cause I will fall, and I will fall.

You say, our memories should look

at moving on.

And suddenly, the best to holding on

but something tells me that

I never should be afraid,

should be afraid.



And I, I don't wanna waste

another day with you,

I don't wanna take my heart

and feeling like at you

Can you feel my heart beat?

cause it's something, (about)

the way me feels

like I'm tearing you apart,

between the lines.

Oh, you're gonna read between the lines.

You're gonna read,

You're gonna read between the lines.

You're gonna read between the lines."
